ok,organization,id,title,url,groups,groups_extra,vocabulary,vocabulary_extra,tags,original_tags,,
,gva,326704710869-gva-tra-erte-res-2020-11,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2020-11,https://dadesobertes.gva.es/dataset/tra-erte-res-2020-11,,,,,,"Año 2020, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,756931974583-gva-tra-erte-res-2020-12,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2020-12,https://dadesobertes.gva.es/dataset/tra-erte-res-2020-12,,,,,,"Año 2020, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,163667569927-gva-tra-erte-res-2021-01,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2021-01,https://dadesobertes.gva.es/dataset/tra-erte-res-2021-01,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,130017732591-gva-tra-erte-res-2021-02,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2021-02,https://dadesobertes.gva.es/dataset/tra-erte-res-2021-02,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,144577048915-gva-tra-erte-res-2021-03,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2021-03,https://dadesobertes.gva.es/dataset/tra-erte-res-2021-03,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,273778904131-gva-tra-erte-res-2021-04,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2021-04,https://dadesobertes.gva.es/dataset/tra-erte-res-2021-04,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,337103862469-gva-tra-erte-res-2021-05,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2021-05,https://dadesobertes.gva.es/dataset/tra-erte-res-2021-05,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,310643944875-gva-tra-erte-res-2021-06,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2021-06,https://dadesobertes.gva.es/dataset/tra-erte-res-2021-06,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
0,gva,268647623555-gva-tra-erte-res-2021-07,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2021-07,https://dadesobertes.gva.es/dataset/tra-erte-res-2021-07,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,278865483589-gva-tra-erte-res-2021-08,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2021-08,https://dadesobertes.gva.es/dataset/tra-erte-res-2021-08,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,170221781238-gva-tra-erte-res-2021-09,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2021-09,https://dadesobertes.gva.es/dataset/tra-erte-res-2021-09,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,284322188658-gva-tra-erte-res-2021-10,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2021-10,https://dadesobertes.gva.es/dataset/tra-erte-res-2021-10,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,303776856641-gva-tra-erte-res-2021-11,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2021-11,https://dadesobertes.gva.es/dataset/tra-erte-res-2021-11,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,980292159340-gva-tra-erte-res-2021-12,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2021-12,https://dadesobertes.gva.es/dataset/tra-erte-res-2021-12,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,325433324303-gva-tra-erte-res-2022-01,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2022-01,https://dadesobertes.gva.es/dataset/tra-erte-res-2022-01,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
0,gva,203592583947-gva-tra-erte-res-2022-02,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2022-02,https://dadesobertes.gva.es/dataset/tra-erte-res-2022-02,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,317827365562-gva-tra-erte-res-2022-03,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2022-03,https://dadesobertes.gva.es/dataset/tra-erte-res-2022-03,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,306504029864-gva-tra-erte-res-2022-04,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2022-04,https://dadesobertes.gva.es/dataset/tra-erte-res-2022-04,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,322633900602-gva-tra-erte-res-2022-05,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2022-05,https://dadesobertes.gva.es/dataset/tra-erte-res-2022-05,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,554844776066-gva-tra-erte-res-2022-06,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2022-06,https://dadesobertes.gva.es/dataset/tra-erte-res-2022-06,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,136669806218-gva-tra-erte-res-2022-07,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2022-07,https://dadesobertes.gva.es/dataset/tra-erte-res-2022-07,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
0,gva,155720869684-gva-tra-erte-res-2022-08,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2022-08,https://dadesobertes.gva.es/dataset/tra-erte-res-2022-08,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,113701016320-gva-tra-erte-res-2022-09,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2022-09,https://dadesobertes.gva.es/dataset/tra-erte-res-2022-09,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
0,gva,117506357156-gva-tra-erte-res-2022-10,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2022-10,https://dadesobertes.gva.es/dataset/tra-erte-res-2022-10,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
0,gva,959475747164-gva-tra-erte-res-2022-11,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2022-11,https://dadesobertes.gva.es/dataset/tra-erte-res-2022-11,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,303106997393-gva-tra-erte-res-2022-12,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2022-12,https://dadesobertes.gva.es/dataset/tra-erte-res-2022-12,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
0,gva,871607686335-gva-tra-erte-res-2023-01,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2023-01,https://dadesobertes.gva.es/dataset/tra-erte-res-2023-01,,,,,,"Año 2023, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,275564966935-gva-tra-erte-res-2023-02,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2023-02,https://dadesobertes.gva.es/dataset/tra-erte-res-2023-02,,,,,,"Año 2023, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
0,gva,314319100024-gva-tra-erte-res-2023-03,GVA: Datos de resoluciones de Expedientes Regulación Temporal de Empleo-2023-03,https://dadesobertes.gva.es/dataset/tra-erte-res-2023-03,,,,,,"Año 2023, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,306920867059-gva-tra-erte-sol-2020-03,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2020-03,https://dadesobertes.gva.es/dataset/tra-erte-sol-2020-03,,,,,,"Año 2020, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
0,gva,115555580454-gva-tra-erte-sol-2020-04,GVA: Datos de solicitudes de Expedientes Regulación Temporal de Empleo-2020-04,https://dadesobertes.gva.es/dataset/tra-erte-sol-2020-04,,,,,,"Año 2020, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,924318968173-gva-tra-erte-sol-2020-05,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2020-05,https://dadesobertes.gva.es/dataset/tra-erte-sol-2020-05,,,,,,"Año 2020, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,232499132114-gva-tra-erte-sol-2020-06,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2020-06,https://dadesobertes.gva.es/dataset/tra-erte-sol-2020-06,,,,,,"Año 2020, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,870966057038-gva-tra-erte-sol-2020-07,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2020-07,https://dadesobertes.gva.es/dataset/tra-erte-sol-2020-07,,,,,,"Año 2020, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,159629690333-gva-tra-erte-sol-2020-08,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2020-08,https://dadesobertes.gva.es/dataset/tra-erte-sol-2020-08,,,,,,"Año 2020, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,171962013691-gva-tra-erte-sol-2020-09,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2020-09,https://dadesobertes.gva.es/dataset/tra-erte-sol-2020-09,,,,,,"Año 2020, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
0,gva,161158158698-gva-tra-erte-sol-2020-10,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2020-10,https://dadesobertes.gva.es/dataset/tra-erte-sol-2020-10,,,,,,"Año 2020, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,764508363955-gva-tra-erte-sol-2020-11,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2020-11,https://dadesobertes.gva.es/dataset/tra-erte-sol-2020-11,,,,,,"Año 2020, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
0,gva,293653356835-gva-tra-erte-sol-2020-12,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2020-12,https://dadesobertes.gva.es/dataset/tra-erte-sol-2020-12,,,,,,"Año 2020, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,325991973111-gva-tra-erte-sol-2021-01,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2021-01,https://dadesobertes.gva.es/dataset/tra-erte-sol-2021-01,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,266572116057-gva-tra-erte-sol-2021-02,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2021-02,https://dadesobertes.gva.es/dataset/tra-erte-sol-2021-02,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,515237498036-gva-tra-erte-sol-2021-03,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2021-03,https://dadesobertes.gva.es/dataset/tra-erte-sol-2021-03,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,294790619133-gva-tra-erte-sol-2021-04,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2021-04,https://dadesobertes.gva.es/dataset/tra-erte-sol-2021-04,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,877733481155-gva-tra-erte-sol-2021-05,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2021-05,https://dadesobertes.gva.es/dataset/tra-erte-sol-2021-05,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,223784535010-gva-tra-erte-sol-2021-06,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2021-06,https://dadesobertes.gva.es/dataset/tra-erte-sol-2021-06,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,328677537869-gva-tra-erte-sol-2021-07,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2021-07,https://dadesobertes.gva.es/dataset/tra-erte-sol-2021-07,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,269534838999-gva-tra-erte-sol-2021-08,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2021-08,https://dadesobertes.gva.es/dataset/tra-erte-sol-2021-08,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,179988675003-gva-tra-erte-sol-2021-09,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2021-09,https://dadesobertes.gva.es/dataset/tra-erte-sol-2021-09,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,365858391731-gva-tra-erte-sol-2021-10,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2021-10,https://dadesobertes.gva.es/dataset/tra-erte-sol-2021-10,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,255994795393-gva-tra-erte-sol-2021-11,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2021-11,https://dadesobertes.gva.es/dataset/tra-erte-sol-2021-11,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,246732882520-gva-tra-erte-sol-2021-12,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2021-12,https://dadesobertes.gva.es/dataset/tra-erte-sol-2021-12,,,,,,"Año 2021, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,463397051505-gva-tra-erte-sol-2022-01,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2022-01,https://dadesobertes.gva.es/dataset/tra-erte-sol-2022-01,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,352678137508-gva-tra-erte-sol-2022-02,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2022-02,https://dadesobertes.gva.es/dataset/tra-erte-sol-2022-02,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,331120337244-gva-tra-erte-sol-2022-03,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2022-03,https://dadesobertes.gva.es/dataset/tra-erte-sol-2022-03,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
0,gva,246498986296-gva-tra-erte-sol-2022-04,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2022-04,https://dadesobertes.gva.es/dataset/tra-erte-sol-2022-04,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,489289811040-gva-tra-erte-sol-2022-05,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2022-05,https://dadesobertes.gva.es/dataset/tra-erte-sol-2022-05,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,594506434603-gva-tra-erte-sol-2022-06,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2022-06,https://dadesobertes.gva.es/dataset/tra-erte-sol-2022-06,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,254478279308-gva-tra-erte-sol-2022-07,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2022-07,https://dadesobertes.gva.es/dataset/tra-erte-sol-2022-07,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,466801032884-gva-tra-erte-sol-2022-08,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2022-08,https://dadesobertes.gva.es/dataset/tra-erte-sol-2022-08,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,130395966578-gva-tra-erte-sol-2022-09,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2022-09,https://dadesobertes.gva.es/dataset/tra-erte-sol-2022-09,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
0,gva,241290725666-gva-tra-erte-sol-2022-10,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2022-10,https://dadesobertes.gva.es/dataset/tra-erte-sol-2022-10,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,332077602581-gva-tra-erte-sol-2022-11,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2022-11,https://dadesobertes.gva.es/dataset/tra-erte-sol-2022-11,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,153912819232-gva-tra-erte-sol-2022-12,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2022-12,https://dadesobertes.gva.es/dataset/tra-erte-sol-2022-12,,,,,,"Año 2022, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
0,gva,279519888749-gva-tra-erte-sol-2023-01,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2023-01,https://dadesobertes.gva.es/dataset/tra-erte-sol-2023-01,,,,,,"Año 2023, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,108853600755-gva-tra-erte-sol-2023-02,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2023-02,https://dadesobertes.gva.es/dataset/tra-erte-sol-2023-02,,,,,,"Año 2023, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
,gva,113944196228-gva-tra-erte-sol-2023-03,GVA: Datos de solicitudes de Expedientes Regulación temporal de Empleo-2023-03,https://dadesobertes.gva.es/dataset/tra-erte-sol-2023-03,,,,,,"Año 2023, ERTE, empleo, expediente regulación, paro, solicitudes, trabajo",,
0,gva,594044858072-gva-datos-del-paro-en-la-comunidad-valenciana,GVA: Datos del paro en la Comunidad Valenciana,https://dadesobertes.gva.es/dataset/datos-del-paro-en-la-comunidad-valenciana,,,,,,"ANEXO III, Comunitat Valenciana, Construcciones, ESPAÑA, Unidades estadísticas, empleo",,
,gva,108571254749-gva-datos-meteorologicos-climaticos-de-las-estaciones-de-avamet-y-sus-socios,GVA: Datos meteorológicos/climáticos de las estaciones de AVAMET y sus socios.,https://dadesobertes.gva.es/dataset/datos-meteorologicos-climaticos-de-las-estaciones-de-avamet-y-sus-socios,otros,,medio ambiente,,,"ANEXO III, Comunitat Valenciana, Condiciones atmosféricas, ESPAÑA, Meteorología y climatología, estación de vigilancia",,
0,gva,276166973924-gva-declaraciones-de-interes-comunitario-de-la-comunitat-valenciana,GVA: Declaraciones de Interés Comunitario de la Comunitat Valenciana,https://dadesobertes.gva.es/dataset/declaraciones-de-interes-comunitario-de-la-comunitat-valenciana,,,,,,"Comunitat Valenciana, DICS, España, ICV, Planeamiento",,
0,gva,333676449749-gva-delimitacion-de-planes-zonales-del-plan-integral-de-residuos-de-la-comunitat-valenc,GVA: Delimitación de Planes Zonales del Plan Integral de Residuos de la Comunitat Valenciana (PIRCV),https://dadesobertes.gva.es/dataset/delimitacion-de-planes-zonales-del-plan-integral-de-residuos-de-la-comunitat-valenciana-pircv,,,,,,"Anexo III, Calidad Ambiental, Comunitat Valenciana, ESPAÑA, Instalaciones de producción e industriales, Medio ambiente, Zonas sujetas a ordenación, a restricciones o regl, residuos",,
0,gva,934267253083-gva-delimitacion-territorial-limite-autonomico-de-la-comunitat-valenciana,GVA: Delimitación territorial: Límite autonómico de la Comunitat Valenciana,https://dadesobertes.gva.es/dataset/delimitacion-territorial-limite-autonomico-de-la-comunitat-valenciana,,,,,,"Cartografía de referencia, Comunidad autónoma, Comunitat Valenciana, Delimitación territorial, España, ICV, Límite autonómico, Unidades administrativas",,
0,gva,137436766141-gva-delimitacion-territorial-municipios-de-la-comunitat-valenciana,GVA: Delimitación territorial: Municipios de la Comunitat Valenciana,https://dadesobertes.gva.es/dataset/delimitacion-territorial-municipios-de-la-comunitat-valenciana,,,,,,"Cartografía de referencia, Comunitat Valenciana, Delimitación territorial, España, ICV, Límites municipales, Municipios, Unidades administrativas",,
0,gva,174755341751-gva-demanda-de-proteccion-patfor,GVA: Demanda de protección - PATFOR,https://dadesobertes.gva.es/dataset/demanda-de-proteccion-patfor,,,,,,"AGRICULTURA, SILVICULTURA Y PESCA, Ciencias Forestales, Comunitat Valenciana, ESPAÑA, FOREST and NATURAL VEGETATION, Forestal, Medio ambiente, Recursos Naturales Y Medio Ambiente, Zonas de riesgos naturales, Zonas sujetas a ordenación, a restricciones o regl, montes, planificación, urbanismo y construcción",,
0,gva,214585101561-gva-demarcaciones-forestales-patfor,GVA: Demarcaciones Forestales - PATFOR,https://dadesobertes.gva.es/dataset/demarcaciones-forestales-patfor,,,,,,"AGRICULTURA, SILVICULTURA Y PESCA, Ciencias Forestales, Comunitat Valenciana, ESPAÑA, FOREST and NATURAL VEGETATION, Forestal, Medio ambiente, Recursos Naturales Y Medio Ambiente, Zonas sujetas a ordenación, a restricciones o regl, montes, plan, planificación, urbanismo y construcción",,
0,gva,332893871198-gva-densidad-de-cazadores-patfor,GVA: Densidad de cazadores - PATFOR,https://dadesobertes.gva.es/dataset/densidad-de-cazadores-patfor,,,,,,"AGRICULTURA, SILVICULTURA Y PESCA, Ciencias Forestales, Comunitat Valenciana, ESPAÑA, FOREST and NATURAL VEGETATION, Forestal, Medio ambiente, Recursos Naturales Y Medio Ambiente, Zonas sujetas a ordenación, a restricciones o regl, montes, plan",,
0,gva,425434711234-gva-diques-de-la-comunitat-valenciana,GVA: Diques de la Comunitat Valenciana,https://dadesobertes.gva.es/dataset/diques-de-la-comunitat-valenciana,,,,,,"Comunitat Valenciana, ESPAÑA, Forestal, Hidrografía, Medio ambiente, degradación del medio ambiente, edificios, hidrosfera, montes, obra",,
0,gva,315560020647-gva-soc-asociaciones,GVA: Directorio de Asociaciones de la Comunitat Valenciana,https://dadesobertes.gva.es/dataset/soc-asociaciones,,,,,,"Datos de asociaciones, direcciones de asociaciones, directorio de asociaciones, lista de asociaciones",,
0,gva,148066320769-gva-soc-asociaciones-2020,GVA: Directorio de Asociaciones de la Comunitat Valenciana 2020,https://dadesobertes.gva.es/dataset/soc-asociaciones-2020,,,,,,"Año 2020, Datos de asociaciones, direcciones de asociaciones, directorio de asociaciones, lista de asociaciones",,
0,gva,991370720680-gva-cul-dir-bibliotecas-2020,GVA: Directorio de bibliotecas de la Comunitat Valenciana 2020,https://dadesobertes.gva.es/dataset/cul-dir-bibliotecas-2020,,,,,,"Año 2020, Datos de contacto de bibliotecas, direcciones de bibliotecas, directorio de bibliotecas, lista de bibliotecas",,
0,gva,160781644288-gva-soc-cooperativas-2020,GVA: Directorio de Cooperativas de la Comunitat Valenciana 2020,https://dadesobertes.gva.es/dataset/soc-cooperativas-2020,,,,,,"Año 2020, Datos de cooperativas, directorio de cooperativas, lista de cooperativas",,
0,gva,336696390394-gva-soc-cooperativas-2022,GVA: Directorio de Cooperativas de la Comunitat Valenciana 2022,https://dadesobertes.gva.es/dataset/soc-cooperativas-2022,,,,,,"Año 2022, Datos de cooperativas, directorio de cooperativas, lista de cooperativas",,
0,gva,322462429530-gva-soc-cooperativas-2023,GVA: Directorio de Cooperativas de la Comunitat Valenciana 2023,https://dadesobertes.gva.es/dataset/soc-cooperativas-2023,,,,,,"Año 2023, Datos de cooperativas, directorio de cooperativas, lista de cooperativas",,
0,gva,142055336365-gva-soc-soc-laborales-2020,GVA: Directorio de Sociedades Laborales de la Comunitat Valenciana 2020,https://dadesobertes.gva.es/dataset/soc-soc-laborales-2020,,,,,,"Año 2020, Datos de sociedades laborales, directorio de sociedades laborales, lista de sociedades laborales",,
0,gva,136412167224-gva-soc-soc-laborales-2022,GVA: Directorio de Sociedades Laborales de la Comunitat Valenciana 2022,https://dadesobertes.gva.es/dataset/soc-soc-laborales-2022,,,,,,"Año 2022, Datos de sociedades laborales, directorio de sociedades laborales, lista de sociedades laborales",,
0,gva,420366203793-gva-soc-soc-laborales-2023,GVA: Directorio de Sociedades Laborales de la Comunitat Valenciana 2023,https://dadesobertes.gva.es/dataset/soc-soc-laborales-2023,,,,,,"Año 2023, Datos de sociedades laborales, directorio de sociedades laborales, lista de sociedades laborales",,
0,gva,145961178418-gva-diversidad-fitoclimatica-de-shannon-patfor,GVA: Diversidad fitoclimática de Shannon - PATFOR,https://dadesobertes.gva.es/dataset/diversidad-fitoclimatica-de-shannon-patfor,,,,,,"AGRICULTURA, SILVICULTURA Y PESCA, Ciencias Forestales, Comunitat Valenciana, ESPAÑA, FOREST and NATURAL VEGETATION, Forestal, Medio ambiente, Recursos Naturales Y Medio Ambiente, Zonas sujetas a ordenación, a restricciones o regl, montes, planificación, urbanismo y construcción",,
0,gva,211836716856-gva-diversificacion-de-masas-de-pinus-halepensis-patfor,GVA: Diversificación de masas de Pinus halepensis - PATFOR,https://dadesobertes.gva.es/dataset/diversificacion-de-masas-de-pinus-halepensis-patfor,,,,,,"AGRICULTURA, SILVICULTURA Y PESCA, Ciencias Forestales, Comunitat Valenciana, ESPAÑA, FOREST and NATURAL VEGETATION, Forestal, Medio ambiente, Recursos Naturales Y Medio Ambiente, Zonas sujetas a ordenación, a restricciones o regl, montes, plan, urbanismo y construcción",,
0,gva,151646553270-gva-ecosistemas-forestales-completa-patfor,GVA: Ecosistemas forestales - completa - PATFOR,https://dadesobertes.gva.es/dataset/ecosistemas-forestales-completa-patfor,,,,,,"AGRICULTURA, SILVICULTURA Y PESCA, Ciencias Forestales, Comunitat Valenciana, ESPAÑA, FOREST and NATURAL VEGETATION, Forestal, Medio ambiente, Recursos Naturales Y Medio Ambiente, Zonas sujetas a ordenación, a restricciones o regl, montes",,
0,gva,745265303371-gva-ecosistemas-forestales-patfor,GVA: Ecosistemas forestales - PATFOR,https://dadesobertes.gva.es/dataset/ecosistemas-forestales-patfor,,,,,,"AGRICULTURA, SILVICULTURA Y PESCA, Ciencias Forestales, Comunitat Valenciana, ESPAÑA, FOREST and NATURAL VEGETATION, Forestal, Medio ambiente, Recursos Naturales Y Medio Ambiente, Zonas sujetas a ordenación, a restricciones o regl, planificación, urbanismo y construcción",,
0,gva,221309457212-gva-edusi-estrategia-de-desarrollo-urbano-sostenible-integrado,GVA: EDUSI. Estrategia de Desarrollo Urbano Sostenible Integrado,https://dadesobertes.gva.es/dataset/edusi-estrategia-de-desarrollo-urbano-sostenible-integrado,,,,,,"Anexo I, LAND PLANNING and INFRASTRUCTURES, Nombres geográficos, Unidades administrativas, organización administrativa, vivienda",,
0,gva,107842444955-gva-elementos-pecuarios-del-inventario-de-la-red-de-vias-pecuarias-de-la-comunidad-vale,GVA: Elementos pecuarios del Inventario de la Red de Vías Pecuarias de la Comunidad Valenciana,https://dadesobertes.gva.es/dataset/elementos-pecuarios-del-inventario-de-la-red-de-vias-pecuarias-de-la-comunidad-valenciana,,,,,,"ANEXO I, COMUNIDAD VALENCIANA, ESPAÑA, Forestal, Lugares protegidos, Medio ambiente, Parcelas catastrales, Redes de transporte, TRANSPORT and NAVIGATION, transporte terrestre",,
