CODIGO_MUNIINE,MUNICIPIO,RED DTI ,PORTAL DE OPEN DATA ,CATEGORIA DE TURISMO ,TECNOLOGIA,PROCESABLE,URL  DIPUTACIÓN DE ALICANTE,CATEGORIA DE TURISMO DPA,TECNOLOGIA,PROCESABLE,EPADATA ,CATEGORIA DE TURISMO ,TECNOLOGIA,PROCESABLE,AlLICANTEENCIFRAS CAMARA DE COMERCIO URL ,CATEGORIA DE TURISMO ,TECNOLOGIA,PROCESABLE,INE DATOS TURISTICOS ,CATEGORIA DE TURISMO ,TECNOLOGIA,PROCESABLE
3070,FORMENTERA DEL SEGURA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03070,,,,,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3072,GAIANES,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03072,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/gaianes/3335,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3071,GATA DE GORGOS,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03071,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/gata-gorgos/3422,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3073,GORGA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03073,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/gorga/3497,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3074,GRANJA DE ROCAMORA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03074,,,,,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3075,GUADALEST,SI (PRIMER NIVEL),,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03075,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/castell-guadalest/2283,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3076,GUARDAMAR DEL SEGURA,SI (SEGUNDO NIVEL),,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03076,,,,,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3077,HONDON DE LAS NIEVES,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03077,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/hondon-nieves/3694,,,,,,,,,,,
3078,HONDON DE LOS FRAILES,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03078,,,,,,,,,,,,,,,
3079,IBI,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03079,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/ibias/3804,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3080,JACARILLA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03080,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/jacarilla/3888,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3081,JALON ó XALO,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03081,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/xalo/8345,,,,,,,,,,,
3082,JAVEA ó XABIA,SI (PRIMER NIVEL),,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03082,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/javea/3912,,,,,,,,,,,
3083,JIJONA ó XIXONA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03083,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/jijona/3921,,,,,,,,,,,
3094,LA NUCIA,SI (TERCER NIVEL),https://lanucia.sedelectronica.es/transparency/,No,PROPIA,NO,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03094,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/nucia/5048,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3114,LA ROMANA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03114,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/romana/6154,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3132,LA TORRE DE LES MAÇANES,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03132,,,,,,,,,,,,,,,
3139,LA VILLAJOYOSA ó VILA JOIOSA,SI (PRIMER NOVEL),,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03139,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/villajoyosa/7977,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3011,L'ALFAS DEL PI,SI ( NIVEL TRES),,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03011,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/alfas-pi/739,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3017,L'ALQUERIA DE ASNAR,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03017,,,,,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3085,LLIBER,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03085,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/lliber/4132,,,,,,,,,,,
3084,LORCHA ó L'ORXA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03084,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/lorcha/4183,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3903,LOS MONTESINOS,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03903,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/montesinos/4728,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3086,MILLENA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03086,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/millena/4563,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3088,MONFORTE DEL CID,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03088,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/monforte-cid/4661,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3089,MONOVAR ó MONOVER,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03089,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/monovar/4666,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3091,MURLA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03091,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/murla/4874,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3092,MURO DE ALCOY,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03092,,,,,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3090,MUTXAMEL,(SI PRIMER NIVEL),,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03090,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/mutxamel/4888,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3093,NOVELDA,(SI PRIMER NIVEL),,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03093,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/novelda/5043,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3095,ONDARA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03095,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/ondara/5151,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3096,ONIL,(SI PRIMER NIVEL),,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03096,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/onil/5153,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3097,ORBA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03097,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/orba/5163,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3099,ORIHUELA,SI (SEGUNDO NIVEL),,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03099,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/orihuela/5189,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3098,ORXETA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03098,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/orxeta/5214,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3100,PARCENT,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03100,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/parcent/5338,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3101,PEDREGUER,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03101,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/pedreguer/5394,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3102,PEGO,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03102,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/pego/5421,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3103,PENAGUILA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03103,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/penaguila/5434,,,,,,,,,,,
3104,PETRER,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03104,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/petrer/5513,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3902,PILAR DE LA HORADADA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03902,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/pilar-horadada/5533,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3105,PINOSO,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03105,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/pinoso/5570,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3106,PLANES,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03106,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/planes/5596,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3107,POLOP,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03107,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/polop/5650,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3060,QUATRETONDETA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03060,,,,,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3109,RAFAL,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03109,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/rafal/5945,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3110,RAFOL DE ALMUNIA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03110,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/rafol-dalmunia/5950,,,,,,,,,,,
3111,REDOVAN,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03111,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/redovan/5985,,,,,,,,,,,
3112,RELLEU,SI (PRIMER NIVEL),,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03112,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/relleu/5996,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3113,ROJALES,SI (PRIMER NIVEL),,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03113,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/rojales/6150,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3115,SAGRA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03115,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/sagra/6232,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3116,SALINAS,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03116,,,,,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3118,SAN FULGENCIO,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03118,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/salinas/6262,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3904,SAN ISIDRO,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03904,,,,,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3119,SAN JUAN DE ALICANTE / SANT JOAN D' ALICANTE ,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03119,,,,,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3120,SAN MIGUEL DE SALINAS,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03120,,,,,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3122,SAN VICENTE DEL RASPEIG,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03122,,,,,,,,,,,,,,,
3117,SANET Y NEGRALS,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03117,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/sanet-negrals/6470,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3121,SANTA POLA,SI (SEGUNDO NIVEL),,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03121,,,,,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3123,SAX,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03123,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/sax/6788,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3124,SELLA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03124,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/sella/6810,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3125,SENIJA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03125,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/senija/6824,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3127,TARBENA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03127,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/tarbena/7043,,,,,,,,,,,
3128,TEULADA,SI (PRIMER NIVEL),,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03128,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/teulada/7097,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3129,TIBI,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03129,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/tibi/7101,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3130,TOLLOS ,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03130,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/tollos/7139,,,,,,,,,,,
3131,TORMOS,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03131,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/tormos/7173,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3133,TORREVIEJA,SI (TERCER NIVEL),https://torrevieja.es/es,No,NO,NO,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03133,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/torrevieja/7312,"SI TIENE PERO.
CATEGORIA DE TURISMO UNICMANETE HOTELES Y CON POSIBILIDAD DE DESCARGA",,,,,,,"https://www.ine.es/jaxiT3/Tabla.htm?t=2078

https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0     ","CATEGORIA DE TURISMO SI 
-PUEDES ENCONTRAR

-Encuesta de ocupación hotelera
Establecimientos hoteleros 
(Viajeros y pernoctaciones) (residentes o extranjeros) (periodo)


-""Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
 (turistas, municipio, periodo)""





",,
3134,VALL DE ALCALA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03134,,,,,,,,,,,,,,,
3135,VALL DE EBO,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03135,,,,,,,,,,,,,,,
3136,VALL DE GALLINERA,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03136,,,,,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
3137,VALL DE LAGUART,,,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03137,,,,,,,,,,,,,,,
3140,VILLENA,SI (SEGUNDO NIVEL),,,,,http://documentacion.diputacionalicante.es/menulocal.asp?codigo=03140,,,,https://www.epdata.es/datos/ocupacion-hotelera-hoteles-datos-graficos-municipios/143/villena/8286,,,,,,,,https://www.ine.es/jaxiT3/Tabla.htm?t=53001&L=0,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino
- (turistas, municipio, periodo)",,
